SRR1033783	SRR1033784	SRR1033785	SRR1033786	SRR1033787	SRR1033788	SRR1033789	SRR1033790	SRR1033791	SRR1033792	SRR1033793	SRR1033794	SRR1033795	SRR1033796
ENSMUSG00000068289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058581	30	19	41	23	28	39	29	48	20	21	25	26	44	38
ENSMUSG00000022227	0	1	0	0	0	0	0	0	0	0	5	4	0	0
ENSMUSG00000071361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022226	0	0	0	0	0	0	0	0	0	0	6	2	0	0
ENSMUSG00000061068	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000022157	0	0	0	0	1	0	0	0	0	0	0	1	1	0
ENSMUSG00000098961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040314	0	0	0	0	0	0	0	0	2	0	2	2	1	0
ENSMUSG00000022156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015443	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079186	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000077160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097936	0	0	0	1	1	0	1	0	1	1	1	0	1	0
ENSMUSG00000015437	0	0	0	0	2	0	1	1	0	0	6	3	0	0
ENSMUSG00000022229	0	0	3	0	1	0	0	0	0	0	0	0	14	9
ENSMUSG00000000365	1	2	0	1	3	1	0	2	0	2	0	0	1	1
ENSMUSG00000088761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064128	114	92	31	70	104	63	70	24	12	23	18	1	93	85
ENSMUSG00000089170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054509	224	216	42	78	89	68	188	94	96	106	89	51	340	289
ENSMUSG00000090038	29	37	9	5	17	8	29	15	15	17	11	2	55	39
ENSMUSG00000110165	2	2	0	0	3	4	5	4	4	4	1	0	2	3
ENSMUSG00000079184	643	719	309	658	551	273	370	149	67	84	38	37	539	483
ENSMUSG00000097743	222	264	152	273	241	88	130	88	15	32	26	9	190	209
ENSMUSG00000021938	513	576	832	844	941	727	644	574	163	194	239	137	524	495
ENSMUSG00000079489	8	16	25	18	21	0	12	2	0	0	0	0	3	2
ENSMUSG00000094250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040123	828	866	713	844	594	287	392	121	81	93	71	40	765	728
ENSMUSG00000100017	40	28	62	40	16	34	9	11	13	17	42	29	61	54
ENSMUSG00000077685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021945	1303	1613	1068	1731	1336	793	966	460	160	231	189	66	1634	1647
ENSMUSG00000096144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048582	0	2	2	6	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046352	131	95	29	6	74	108	0	0	0	5	11	3	4	10
ENSMUSG00000089840	16	8	0	2	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000040055	2118	876	33	34	738	283	21	11	34	168	67	47	10	13
ENSMUSG00000021947	42	33	194	159	466	742	171	241	24	39	1694	1909	82	74
ENSMUSG00000077497	0	0	1	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000040040	303	255	241	370	186	93	138	69	33	37	44	25	149	137
ENSMUSG00000081238	0	1	3	2	2	0	0	1	0	0	0	1	1	0
ENSMUSG00000086486	34	26	25	42	18	3	17	8	4	2	4	4	23	21
ENSMUSG00000050222	94	125	138	158	369	516	171	197	19	31	5	9	2	1
ENSMUSG00000021951	78	89	120	130	151	229	140	205	102	98	89	110	92	87
ENSMUSG00000097933	2	1	5	4	1	0	4	0	0	0	0	0	0	0
ENSMUSG00000021952	344	408	230	298	391	232	313	216	73	71	70	38	315	245
ENSMUSG00000021959	456	534	110	92	564	522	871	898	231	239	453	322	1442	1275
ENSMUSG00000064525	3	1	0	0	0	1	1	0	0	0	1	0	0	1
ENSMUSG00000092358	9	8	0	1	5	3	3	4	0	2	7	4	11	11
ENSMUSG00000021963	335	383	977	867	657	1057	736	810	656	628	542	360	948	933
ENSMUSG00000092784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021965	47	102	44	33	112	106	19	16	0	3	4	1	119	117
ENSMUSG00000021967	78	74	237	130	192	234	209	266	187	202	93	138	346	352
ENSMUSG00000065374	0	0	1	0	0	0	3	0	0	0	0	0	1	0
ENSMUSG00000021969	666	944	603	834	1397	890	1128	606	421	455	544	331	2971	2682
ENSMUSG00000021973	155	237	544	523	527	614	485	401	459	403	259	179	682	699
ENSMUSG00000097303	2	1	5	3	9	5	5	0	2	4	1	0	6	0
ENSMUSG00000021974	3	9	107	107	9	6	1	1	0	2	1	1	0	6
ENSMUSG00000091132	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059835	0	0	4	1	2	9	3	6	7	4	7	5	9	15
ENSMUSG00000021977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035469	486	579	637	623	723	455	1868	823	887	1052	160	123	588	563
ENSMUSG00000090881	1	0	5	8	1	3	1	1	1	0	1	0	5	5
ENSMUSG00000044703	2	0	1	0	0	0	1	0	0	1	1	0	0	0
ENSMUSG00000091649	1	0	1	0	4	3	2	0	0	0	23	13	0	0
ENSMUSG00000068245	0	0	2	1	2	6	0	0	0	1	29	10	10	9
ENSMUSG00000091144	7	8	5	0	19	5	15	7	3	6	4	0	21	18
ENSMUSG00000071350	46	55	26	34	158	113	156	108	35	76	16	13	258	254
ENSMUSG00000089643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021981	79	100	127	194	271	306	216	141	146	125	137	70	428	449
ENSMUSG00000021982	333	333	287	451	437	319	348	188	207	222	57	20	379	395
ENSMUSG00000044461	17	35	92	57	29	71	29	48	0	9	0	0	10	8
ENSMUSG00000021983	4	9	394	463	192	168	105	70	44	63	630	414	35	28
ENSMUSG00000087286	1	0	3	1	2	2	1	2	2	0	1	4	7	5
ENSMUSG00000086112	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075288	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000072068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063895	388	432	619	620	461	356	470	347	201	210	295	214	844	786
ENSMUSG00000076270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021987	1000	1093	1164	1474	1315	896	1470	916	823	835	578	329	4184	4168
ENSMUSG00000021986	784	724	659	436	399	346	149	104	116	107	5	13	1	2
ENSMUSG00000101797	2	4	0	0	0	0	0	0	0	0	0	0	6	4
ENSMUSG00000021990	253	534	193	130	1164	1062	627	537	193	317	2845	1909	1411	1224
ENSMUSG00000071347	2	1	0	1	2	0	1	1	1	0	0	0	56	38
ENSMUSG00000084951	2	0	2	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000021993	144	156	232	274	245	335	166	182	86	102	135	101	248	304
ENSMUSG00000060548	14231	12549	1017	1523	3330	3253	512	616	73	232	80	99	5073	4520
ENSMUSG00000048279	845	1072	580	1426	1133	374	495	135	26	60	7	7	646	643
ENSMUSG00000035296	3	9	5	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101505	0	0	2	0	1	0	0	1	1	1	0	0	1	0
ENSMUSG00000043157	1	0	3	5	9	7	3	1	0	3	224	225	0	1
ENSMUSG00000021928	50	82	142	138	170	232	167	196	126	160	92	105	81	101
ENSMUSG00000089253	0	1	1	2	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000021929	694	990	1074	1410	1117	652	918	483	219	244	379	137	854	896
ENSMUSG00000021930	146	179	688	485	288	312	437	303	333	296	70	43	112	99
ENSMUSG00000035235	192	178	149	131	123	189	379	203	409	389	27	14	308	262
ENSMUSG00000097589	184	278	128	74	233	71	108	46	37	39	119	50	109	124
ENSMUSG00000046168	13	8	18	8	8	6	9	8	3	7	0	0	17	20
ENSMUSG00000098183	49	58	21	10	29	5	19	12	0	0	2	6	1	6
ENSMUSG00000098967	7	14	3	7	10	5	1	0	0	0	3	0	0	2
ENSMUSG00000098088	21	27	16	4	32	4	12	2	1	5	11	2	6	5
ENSMUSG00000092995	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093007	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098914	2	0	6	11	10	1	2	3	1	2	6	4	27	24
ENSMUSG00000098626	3	8	6	0	7	2	3	0	1	1	0	0	4	1
ENSMUSG00000097997	7	2	5	4	4	2	1	0	0	0	2	0	1	0
ENSMUSG00000099039	0	0	1	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000103869	6	2	29	0	5	3	5	0	0	0	0	0	1	0
ENSMUSG00000102151	9	9	46	9	16	5	6	4	0	1	25	16	3	3
ENSMUSG00000104187	1	0	0	0	3	0	0	0	0	0	4	4	0	2
ENSMUSG00000098096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048281	11	17	110	57	52	43	18	21	0	5	1	3	8	6
ENSMUSG00000021932	131	231	200	148	264	293	302	236	172	163	65	45	163	161
ENSMUSG00000021933	6	10	5	8	48	36	19	31	0	1	0	0	0	0
ENSMUSG00000100486	21	24	36	27	31	20	5	13	1	4	0	0	0	4
ENSMUSG00000064556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035184	344	385	403	346	301	393	56	108	20	38	10	21	12	17
ENSMUSG00000096402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091155	6	10	8	5	6	0	9	5	1	0	0	0	0	5
ENSMUSG00000089531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035161	587	696	354	315	479	168	665	156	82	78	64	32	742	623
ENSMUSG00000097775	18	17	20	7	20	11	34	13	11	7	4	9	29	20
ENSMUSG00000097501	21	32	22	10	17	25	42	36	26	29	82	51	21	34
ENSMUSG00000014547	130	185	94	96	188	119	291	232	131	164	331	249	162	132
ENSMUSG00000099245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075571	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000054763	0	1	0	0	3	4	5	3	11	9	0	0	0	0
ENSMUSG00000064399	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000021939	6287	5938	5374	5312	9377	9746	10341	11797	6321	6554	72095	54580	4583	4267
ENSMUSG00000021273	4246	4409	1701	1620	1042	1759	2535	2527	3392	3134	1178	957	411	457
ENSMUSG00000035121	13	14	20	29	18	6	11	11	2	3	4	0	2	5
ENSMUSG00000021944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014453	0	0	0	0	1	0	0	1	0	0	13	10	0	2
ENSMUSG00000097948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035095	236	530	568	642	25	60	1	20	2	4	36	21	70	67
ENSMUSG00000021953	3	1	7	6	0	0	4	6	0	3	0	0	0	0
ENSMUSG00000090374	1	0	4	0	0	0	1	1	0	1	0	0	0	0
ENSMUSG00000035078	396	440	1127	886	584	637	765	731	585	533	161	144	427	394
ENSMUSG00000087652	7	27	18	24	25	15	7	4	0	2	3	6	0	0
ENSMUSG00000035067	177	219	247	216	316	208	117	93	11	16	17	13	11	16
ENSMUSG00000076049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021958	135	131	27	48	81	81	108	94	40	54	44	37	131	155
ENSMUSG00000063060	535	475	101	40	26	5	5	2	6	3	3	10	7426	5964
ENSMUSG00000021961	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000046049	0	1	1	0	0	0	0	0	0	0	0	0	3	5
ENSMUSG00000034623	0	0	3	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052099	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091686	0	1	3	7	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000021966	1	1	6	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090785	2	2	14	8	4	0	0	0	1	0	4	1	0	1
ENSMUSG00000054733	81	100	463	289	182	296	70	104	70	79	259	281	228	223
ENSMUSG00000097545	4	7	1047	636	219	101	32	11	1	31	48	75	3	1
ENSMUSG00000065597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060012	270	270	196	294	395	309	765	427	1214	1032	264	165	380	322
ENSMUSG00000064442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021972	665	742	1183	1243	1197	1012	1479	1184	622	682	453	311	733	754
ENSMUSG00000102764	2	0	13	2	5	0	1	0	0	0	1	0	1	1
ENSMUSG00000098837	0	0	4	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000021975	156	182	104	131	232	269	219	178	106	120	157	141	248	207
ENSMUSG00000021978	2144	1990	1528	1184	1493	1960	727	822	364	551	2670	2379	2774	2440
ENSMUSG00000007989	292	469	463	299	423	303	494	194	94	134	6	1	93	119
ENSMUSG00000098479	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034532	27	25	47	58	29	33	18	15	10	14	1	0	7	9
ENSMUSG00000034522	216	222	156	64	146	182	68	67	95	69	226	222	222	206
ENSMUSG00000045731	3	3	686	567	7	13	0	1	0	5	1	2	2	3
ENSMUSG00000022031	425	467	789	1045	586	887	456	508	415	411	408	410	709	650
ENSMUSG00000061356	2	0	3	0	1	1	0	0	0	1	0	1	0	1
ENSMUSG00000022032	3	1	6	1	13	20	0	3	0	0	0	0	1	0
ENSMUSG00000022033	113	245	67	36	430	405	55	45	0	0	34	1	113	109
ENSMUSG00000022034	75	118	16	11	123	28	10	2	0	0	1	0	17	19
ENSMUSG00000022035	251	243	149	297	303	202	292	131	63	99	54	17	242	248
ENSMUSG00000034463	1340	853	71	52	391	379	47	49	20	83	16	21	9	12
ENSMUSG00000022037	20417	14520	998	1210	9234	7248	983	1525	611	2289	1107	1352	222	198
ENSMUSG00000034450	1	3	1	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000022039	1	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068165	0	0	0	1	0	0	2	0	0	0	0	0	0	1
ENSMUSG00000022040	1090	705	19	45	113	75	8	16	12	34	19	12	1	7
ENSMUSG00000022041	1	2	10	9	2	3	0	0	0	0	15	5	0	0
ENSMUSG00000059456	2	2	175	143	142	177	20	16	54	164	1812	1829	35	20
ENSMUSG00000085984	42	46	137	122	70	95	68	60	74	98	29	41	59	39
ENSMUSG00000022043	984	1205	3803	3771	1567	2277	1786	2150	2357	2172	780	705	1677	1500
ENSMUSG00000022044	17	42	4470	3661	1178	1690	3202	2547	9374	7419	88	96	39	43
ENSMUSG00000088737	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045875	178	163	165	124	192	118	30	54	0	7	5	1	0	0
ENSMUSG00000057913	0	0	1	1	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000022048	1130	1285	5123	3445	1262	1054	3139	2908	1372	1859	295	209	446	407
ENSMUSG00000075553	4	2	9	8	2	0	5	3	3	2	1	0	3	0
ENSMUSG00000046204	2	4	441	458	147	120	48	17	5	20	20	14	9	12
ENSMUSG00000104220	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065673	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022051	565	849	1713	2154	1934	1460	1754	1215	1582	1401	755	570	5290	5333
ENSMUSG00000022052	826	947	1432	1278	1568	1553	2291	1875	1111	1055	456	237	1353	1202
ENSMUSG00000098365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022053	0	0	141	229	12	4	0	0	0	0	0	0	0	0
ENSMUSG00000080432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093386	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093472	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093634	0	0	25	51	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093726	5	9	1	0	28	8	2	3	0	0	0	0	0	0
ENSMUSG00000048922	116	192	38	25	213	151	26	13	2	1	25	10	66	58
ENSMUSG00000034327	172	209	107	96	189	105	140	60	63	49	40	16	283	249
ENSMUSG00000015812	12	11	75	26	10	4	9	0	0	0	1	3	6	9
ENSMUSG00000044447	56	25	15	60	19	27	316	116	454	587	4	1	131	113
ENSMUSG00000098866	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022054	17	27	411	178	233	230	58	42	75	192	100	93	47	22
ENSMUSG00000022055	11	11	619	187	168	395	45	50	103	312	133	124	70	43
ENSMUSG00000087772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022056	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022057	0	0	0	0	5	0	0	0	0	0	2	0	6	2
ENSMUSG00000014725	0	0	2	0	0	0	0	0	0	0	0	0	2	1
ENSMUSG00000014813	14	20	89	71	11	17	0	0	0	2	2	1	719	529
ENSMUSG00000098713	1	2	3	1	1	1	2	0	2	3	2	3	5	3
ENSMUSG00000092499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022061	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102999	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034248	754	783	183	79	846	381	386	258	62	92	1131	770	206	147
ENSMUSG00000098248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104405	23	20	2	1	25	14	5	14	1	4	27	27	2	3
ENSMUSG00000098255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047977	0	0	1	0	0	0	0	0	0	0	3	0	0	1
ENSMUSG00000097511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095463	9	1	5	0	2	4	3	0	0	0	0	0	0	0
ENSMUSG00000098270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093954	1	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000094526	0	0	0	0	2	2	0	0	0	0	0	0	1	1
ENSMUSG00000102660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103720	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000102611	0	1	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000099315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098773	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098784	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000022066	9	6	39	62	9	43	10	34	5	11	11	6	19	16
ENSMUSG00000099027	1	0	3	2	3	2	0	12	0	2	0	0	1	0
ENSMUSG00000098975	3	2	22	30	6	50	1	11	3	3	4	3	11	6
ENSMUSG00000034205	17	28	17	12	105	165	6	2	1	3	5	6	341	325
ENSMUSG00000104371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098666	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034194	233	251	500	386	234	328	321	288	1036	643	118	90	335	378
ENSMUSG00000034190	738	690	1844	1509	1072	1511	835	888	646	651	464	487	989	1044
ENSMUSG00000097284	49	67	27	47	92	54	56	51	24	33	11	9	19	12
ENSMUSG00000022074	36	44	21	16	6	17	7	8	0	8	7	16	1601	1417
ENSMUSG00000022075	855	781	633	584	722	1087	227	362	143	227	163	212	230	173
ENSMUSG00000022085	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000033730	87	235	148	121	141	71	7	3	8	28	2432	656	223	195
ENSMUSG00000022089	87	90	130	93	127	159	120	154	140	153	413	521	888	912
ENSMUSG00000033712	1157	1255	1732	1339	1025	1286	686	853	448	425	386	392	566	554
ENSMUSG00000044551	6	14	13	7	17	26	48	40	104	114	5	8	129	166
ENSMUSG00000022090	34	34	56	49	35	65	1649	1484	6270	4112	108	154	207	231
ENSMUSG00000022091	870	782	67	58	570	710	1996	2070	1408	1383	170	149	2323	2281
ENSMUSG00000097243	26	20	5	4	16	6	19	7	3	0	11	6	9	9
ENSMUSG00000022092	209	158	250	239	306	318	279	224	204	205	34	47	447	416
ENSMUSG00000106195	0	0	1	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022094	1741	1894	525	460	684	774	373	452	38	106	365	207	26	16
ENSMUSG00000058745	0	0	0	2	0	1	0	0	0	0	0	0	2	1
ENSMUSG00000033644	8	11	30	57	2	0	3	2	1	0	8	11	0	2
ENSMUSG00000088717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077577	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000776	351	374	470	350	276	362	335	408	285	235	251	158	234	194
ENSMUSG00000065528	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000003469	18	23	423	235	138	394	33	45	53	332	131	275	12	12
ENSMUSG00000022098	3420	2915	809	809	1364	1509	2348	2393	1189	1137	572	558	1150	1130
ENSMUSG00000022097	5	3	2	0	1	0	17	9	25	16	2	1	1	0
ENSMUSG00000033595	164	131	146	86	231	286	10605	12198	13540	11963	60	103	8	4
ENSMUSG00000033589	170	157	52	29	69	38	59	25	28	23	175	112	78	83
ENSMUSG00000022096	776	394	242	138	592	935	2093	2646	1044	1301	81	109	7	3
ENSMUSG00000045211	114	163	205	126	135	190	289	275	299	269	250	283	100	91
ENSMUSG00000022095	593	456	407	358	323	159	236	124	66	67	223	127	129	114
ENSMUSG00000022099	73	78	2233	1860	141	352	59	97	140	368	329	442	80	59
ENSMUSG00000022101	0	2	13	2	6	3	8	0	0	2	5	0	1	3
ENSMUSG00000047911	8	9	6	7	13	6	11	6	0	1	9	4	14	7
ENSMUSG00000022100	662	775	1081	1192	1328	1226	846	761	217	257	399	284	1107	1005
ENSMUSG00000022102	8	16	19	10	11	18	4	1	0	1	137	77	11	6
ENSMUSG00000099528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022103	2	3	265	98	432	271	80	34	3	22	13	7	14	20
ENSMUSG00000104288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109446	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108975	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033487	845	1187	1314	1635	1609	768	701	351	78	113	406	184	718	756
ENSMUSG00000090216	26	40	41	68	84	31	32	17	4	4	14	13	37	39
ENSMUSG00000033470	1	2	1	0	3	0	2	0	1	0	0	0	58	66
ENSMUSG00000022106	795	815	591	590	768	610	324	238	78	117	596	407	372	378
ENSMUSG00000090706	52	55	36	43	42	43	17	25	10	6	76	37	40	45
ENSMUSG00000022105	3156	3166	901	870	1285	493	880	267	224	245	322	90	685	643
ENSMUSG00000076121	7	6	0	1	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000033446	205	227	52	7	122	21	42	8	41	46	260	77	711	794
ENSMUSG00000022108	9163	8369	6565	6725	11591	9620	6740	5303	7663	8040	23036	19092	11637	11707
ENSMUSG00000022109	289	306	313	374	327	304	215	275	102	98	188	98	247	235
ENSMUSG00000033405	54	52	57	45	70	84	52	78	48	31	17	9	33	28
ENSMUSG00000022110	654	646	843	1304	763	385	580	299	244	251	107	47	867	843
ENSMUSG00000096463	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093873	2	2	0	0	1	3	1	0	3	1	2	0	0	0
ENSMUSG00000075581	2	14	4	9	2	4	1	6	2	6	20	8	28	23
ENSMUSG00000089038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057886	18	18	61	55	22	28	15	13	8	6	2	6	29	36
ENSMUSG00000034997	9	13	42	63	7	6	0	2	0	2	3	0	214	178
ENSMUSG00000021996	263	303	761	692	574	783	638	754	559	519	756	526	1254	1322
ENSMUSG00000068015	173	223	425	404	429	252	242	186	39	69	806	520	1278	1057
ENSMUSG00000034959	3	9	1	3	26	5	2	3	1	0	445	310	4	0
ENSMUSG00000021997	0	0	0	0	0	3	3	2	1	7	0	0	1	0
ENSMUSG00000021998	21	29	35	39	781	314	166	73	350	378	8949	6555	3822	3762
ENSMUSG00000089733	0	0	0	0	0	0	0	0	0	0	0	0	14	15
ENSMUSG00000090054	1	5	1	5	41	11	9	7	34	26	416	335	170	161
ENSMUSG00000021999	1	2	1	3	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000104689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022000	1101	1241	328	1049	934	404	613	366	122	130	179	82	474	425
ENSMUSG00000091722	2	2	53	27	67	70	26	70	0	2	0	0	0	0
ENSMUSG00000034913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022002	0	0	1	0	0	0	1	0	1	1	0	0	0	0
ENSMUSG00000064394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034893	779	884	461	512	811	587	685	534	226	295	243	151	781	700
ENSMUSG00000089405	2	1	0	0	1	1	1	0	0	0	0	0	0	2
ENSMUSG00000022003	36	75	125	53	106	104	72	85	41	47	84	81	240	199
ENSMUSG00000085829	19	8	26	13	13	23	12	15	16	22	16	11	70	50
ENSMUSG00000060126	4274	5046	7839	7733	10399	13479	9747	10950	19502	15829	23369	20076	53557	53296
ENSMUSG00000065147	63	49	51	43	26	4	23	16	12	6	71	32	35	45
ENSMUSG00000067995	145	146	215	219	269	392	405	437	181	184	166	110	364	374
ENSMUSG00000046523	72	64	42	50	337	144	190	43	72	68	2	3	5	13
ENSMUSG00000065799	0	0	0	3	7	4	2	0	0	0	0	0	0	0
ENSMUSG00000022008	207	268	593	588	348	276	310	184	114	141	139	88	582	493
ENSMUSG00000022009	155	200	211	249	197	231	178	200	53	99	164	98	285	299
